Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL
San Miguel Beer Wooden Mug and Barrel Man Figurine,Wooden souvenir mug bundle gift set.,Bundle Deals,Mug,Brown,STANDARD,Wood,"beer mug, barrel man, Filipino gift",San Miguel Beer Wooden Mug and Barrel Man Figurine Wooden souvenir mug bundle gift set. Brown STANDARD Wood,"['San', 'Miguel', 'Beer', 'Wooden', 'Mug', 'and', 'Barrel', 'Man', 'Figurine', 'Wooden', 'souvenir', 'mug', 'bundle', 'gift', 'set', '.', 'Brown', 'STANDARD', 'Wood']","['San', 'Miguel', 'Beer', 'Wooden', 'Mug', 'Barrel', 'Man', 'Figurine', 'Wooden', 'souvenir', 'mug', 'bundle', 'gift', 'Brown', 'STANDARD', 'Wood']","['San', 'Miguel', 'Beer', 'Wooden', 'Mug', 'Barrel', 'Man', 'Figurine', 'Wooden', 'souvenir', 'mug', 'bundle', 'gift', 'Brown', 'STANDARD', 'Wood']","['beer mug', 'barrel man', 'Filipino gift']","['barrel man', 'Filipino gift']"
Yellow Jeepney Die-Cast Metal Toy and Barrel Man Figurine,"Bundle gift set, Filipino souvenir.",Bundle Deals,Toy,Yellow/Brown,STANDARD,Metal/Wood,"jeepney, barrel man, Filipino gift","Yellow Jeepney Die-Cast Metal Toy and Barrel Man Figurine Bundle gift set, Filipino souvenir. Yellow/Brown STANDARD Metal/Wood","['Yellow', 'Jeepney', 'Die-Cast', 'Metal', 'Toy', 'and', 'Barrel', 'Man', 'Figurine', 'Bundle', 'gift', 'set', ',', 'Filipino', 'souvenir', '.', 'Yellow/Brown', 'STANDARD', 'Metal/Wood']","['Yellow', 'Jeepney', 'Die-Cast', 'Metal', 'Toy', 'Barrel', 'Man', 'Figurine', 'Bundle', 'gift', 'Filipino', 'souvenir', 'Yellow/Brown', 'STANDARD', 'Metal/Wood']","['Yellow', 'Jeepney', 'Die-Cast', 'Metal', 'Toy', 'Barrel', 'Man', 'Figurine', 'Bundle', 'gift', 'Filipino', 'souvenir', 'Yellow/Brown', 'STANDARD', 'Metal/Wood']","['jeepney', 'barrel man', 'Filipino gift']","['jeepney', 'barrel man', 'Filipino gift']"
Carved Sitting Lady Wood Frame with Black Carabao,"Wooden gifts, Filipino souvenir bundle.",Bundle Deals,Frame,Brown/Black,STANDARD,Wood,"lady frame, carabao, Filipino gift","Carved Sitting Lady Wood Frame with Black Carabao Wooden gifts, Filipino souvenir bundle. Brown/Black STANDARD Wood","['Carved', 'Sitting', 'Lady', 'Wood', 'Frame', 'with', 'Black', 'Carabao', 'Wooden', 'gifts', ',', 'Filipino', 'souvenir', 'bundle', '.', 'Brown/Black', 'STANDARD', 'Wood']","['Carved', 'Sitting', 'Lady', 'Wood', 'Frame', 'Black', 'Carabao', 'Wooden', 'gifts', 'Filipino', 'souvenir', 'bundle', 'Brown/Black', 'STANDARD', 'Wood']","['Carved', 'Sitting', 'Lady', 'Wood', 'Frame', 'Black', 'Carabao', 'Wooden', 'gift', 'Filipino', 'souvenir', 'bundle', 'Brown/Black', 'STANDARD', 'Wood']","['lady frame', 'carabao', 'Filipino gift']",['Filipino gift']
6in Barrel Man and Bamboo Wind Chime,Funny Filipino barrel man figurine bundle gift set.,Bundle Deals,Figurine,Brown,6IN,Wood/Bamboo,"barrel man, wind chime, Filipino gift",6in Barrel Man and Bamboo Wind Chime Funny Filipino barrel man figurine bundle gift set. Brown 6IN Wood/Bamboo,"['6in', 'Barrel', 'Man', 'and', 'Bamboo', 'Wind', 'Chime', 'Funny', 'Filipino', 'barrel', 'man', 'figurine', 'bundle', 'gift', 'set', '.', 'Brown', '6IN', 'Wood/Bamboo']","['6in', 'Barrel', 'Man', 'Bamboo', 'Wind', 'Chime', 'Funny', 'Filipino', 'barrel', 'man', 'figurine', 'bundle', 'gift', 'Brown', '6IN', 'Wood/Bamboo']","['6in', 'Barrel', 'Man', 'Bamboo', 'Wind', 'Chime', 'Funny', 'Filipino', 'barrel', 'man', 'figurine', 'bundle', 'gift', 'Brown', '6IN', 'Wood/Bamboo']","['barrel man', 'wind chime', 'Filipino gift']","['barrel man', 'wind chime', 'Filipino gift']"
Black Elephant and Bamboo Wind Chime,"Home decor bundle gift set, Filipino souvenir.",Bundle Deals,Decor,Black/Brown,STANDARD,Wood/Bamboo,"elephant, wind chime, Filipino gift","Black Elephant and Bamboo Wind Chime Home decor bundle gift set, Filipino souvenir. Black/Brown STANDARD Wood/Bamboo","['Black', 'Elephant', 'and', 'Bamboo', 'Wind', 'Chime', 'Home', 'decor', 'bundle', 'gift', 'set', ',', 'Filipino', 'souvenir', '.', 'Black/Brown', 'STANDARD', 'Wood/Bamboo']","['Black', 'Elephant', 'Bamboo', 'Wind', 'Chime', 'Home', 'decor', 'bundle', 'gift', 'Filipino', 'souvenir', 'Black/Brown', 'STANDARD', 'Wood/Bamboo']","['Black', 'Elephant', 'Bamboo', 'Wind', 'Chime', 'Home', 'decor', 'bundle', 'gift', 'Filipino', 'souvenir', 'Black/Brown', 'STANDARD', 'Wood/Bamboo']","['elephant', 'wind chime', 'Filipino gift']","['wind chime', 'Filipino gift']"
Bahay Kubo Inside a Bottle Art and Handheld Fan,Unique Filipino souvenir gift bundle set.,Bundle Deals,Decor,Multicolor,STANDARD,Wood/Paper,"bahay kubo, fan, Filipino gift",Bahay Kubo Inside a Bottle Art and Handheld Fan Unique Filipino souvenir gift bundle set. Multicolor STANDARD Wood/Paper,"['Bahay', 'Kubo', 'Inside', 'a', 'Bottle', 'Art', 'and', 'Handheld', 'Fan', 'Unique', 'Filipino', 'souvenir', 'gift', 'bundle', 'set', '.', 'Multicolor', 'STANDARD', 'Wood/Paper']","['Bahay', 'Kubo', 'Inside', 'Bottle', 'Art', 'Handheld', 'Fan', 'Unique', 'Filipino', 'souvenir', 'gift', 'bundle', 'Multicolor', 'STANDARD', 'Wood/Paper']","['Bahay', 'Kubo', 'Inside', 'Bottle', 'Art', 'Handheld', 'Fan', 'Unique', 'Filipino', 'souvenir', 'gift', 'bundle', 'Multicolor', 'STANDARD', 'Wood/Paper']","['bahay kubo', 'fan', 'Filipino gift']","['bahay kubo', 'fan', 'Filipino gift']"
Native Coin Wallet with White Shell Keychain,"Bundle gift set, Filipino souvenir.",Bundle Deals,Wallet,Brown/White,STANDARD,Leather/Shell,"coin wallet, shell keychain, Filipino gift","Native Coin Wallet with White Shell Keychain Bundle gift set, Filipino souvenir. Brown/White STANDARD Leather/Shell","['Native', 'Coin', 'Wallet', 'with', 'White', 'Shell', 'Keychain', 'Bundle', 'gift', 'set', ',', 'Filipino', 'souvenir', '.', 'Brown/White', 'STANDARD', 'Leather/Shell']","['Native', 'Coin', 'Wallet', 'White', 'Shell', 'Keychain', 'Bundle', 'gift', 'Filipino', 'souvenir', 'Brown/White', 'STANDARD', 'Leather/Shell']","['Native', 'Coin', 'Wallet', 'White', 'Shell', 'Keychain', 'Bundle', 'gift', 'Filipino', 'souvenir', 'Brown/White', 'STANDARD', 'Leather/Shell']","['coin wallet', 'shell keychain', 'Filipino gift']",['Filipino gift']
Real Framed Butterfly Set (Alternate),"Set of 3 framed preserved butterflies, hanging wall decor.",Bundle Deals,Wall Art,Multicolor,SET OF 3,Butterfly,"butterfly, framed, Filipino gift","Real Framed Butterfly Set (Alternate) Set of 3 framed preserved butterflies, hanging wall decor. Multicolor SET OF 3 Butterfly","['Real', 'Framed', 'Butterfly', 'Set', '(', 'Alternate', ')', 'Set', 'of', '3', 'framed', 'preserved', 'butterflies', ',', 'hanging', 'wall', 'decor', '.', 'Multicolor', 'SET', 'OF', '3', 'Butterfly']","['Real', 'Framed', 'Butterfly', 'Set', 'Alternate', 'Set', 'framed', 'preserved', 'butterflies', 'hanging', 'wall', 'decor', 'Multicolor', 'SET', 'OF', 'Butterfly']","['Real', 'Framed', 'Butterfly', 'Set', 'Alternate', 'Set', 'framed', 'preserved', 'butterfly', 'hanging', 'wall', 'decor', 'Multicolor', 'SET', 'OF', 'Butterfly']","['butterfly', 'framed', 'Filipino gift']","['butterfly', 'framed', 'Filipino gift']"
One Fish Two Fish Red Fish Blue Fish by Dr. Seuss,"Vintage children's book, 1960s beginner's collectible picture book.",Vintage,Children's Book,Multicolor,STANDARD,Paper,"Dr. Seuss, children's book, collectible","One Fish Two Fish Red Fish Blue Fish by Dr. Seuss Vintage children's book, 1960s beginner's collectible picture book. Multicolor STANDARD Paper","['One', 'Fish', 'Two', 'Fish', 'Red', 'Fish', 'Blue', 'Fish', 'by', 'Dr.', 'Seuss', 'Vintage', 'children', ""'s"", 'book', ',', '1960s', 'beginner', ""'s"", 'collectible', 'picture', 'book', '.', 'Multicolor', 'STANDARD', 'Paper']","['One', 'Fish', 'Two', 'Fish', 'Red', 'Fish', 'Blue', 'Fish', 'Dr.', 'Seuss', 'Vintage', 'children', ""'s"", 'book', '1960s', 'beginner', ""'s"", 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['One', 'Fish', 'Two', 'Fish', 'Red', 'Fish', 'Blue', 'Fish', 'Dr.', 'Seuss', 'Vintage', 'child', ""'s"", 'book', '1960s', 'beginner', ""'s"", 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['Dr. Seuss', ""children's book"", 'collectible']","['Dr. Seuss', ""children's book"", 'collectible']"
Vintage Anchor Hocking Prescut Star of David Clear Glass Oval Relish Dish,1960s collectible lead crystal dining kitchen essential.,Vintage,Dish,Clear,OVAL,Glass,"Anchor Hocking, crystal dish, collectible",Vintage Anchor Hocking Prescut Star of David Clear Glass Oval Relish Dish 1960s collectible lead crystal dining kitchen essential. Clear OVAL Glass,"['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'of', 'David', 'Clear', 'Glass', 'Oval', 'Relish', 'Dish', '1960s', 'collectible', 'lead', 'crystal', 'dining', 'kitchen', 'essential', '.', 'Clear', 'OVAL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'David', 'Clear', 'Glass', 'Oval', 'Relish', 'Dish', '1960s', 'collectible', 'lead', 'crystal', 'dining', 'kitchen', 'essential', 'Clear', 'OVAL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'David', 'Clear', 'Glass', 'Oval', 'Relish', 'Dish', '1960s', 'collectible', 'lead', 'crystal', 'dining', 'kitchen', 'essential', 'Clear', 'OVAL', 'Glass']","['Anchor Hocking', 'crystal dish', 'collectible']",['collectible']
Vintage 1979 Collectors Plate 'Frere et Soeur' by Bouguereau,"Limited edition porcelain plate, Royal Cornwall Ltd.",Vintage,Collectors Plate,Multicolor,STANDARD,Porcelain,"Bouguereau, collectible plate, Royal Cornwall","Vintage 1979 Collectors Plate 'Frere et Soeur' by Bouguereau Limited edition porcelain plate, Royal Cornwall Ltd. Multicolor STANDARD Porcelain","['Vintage', '1979', 'Collectors', 'Plate', ""'Frere"", 'et', 'Soeur', ""'"", 'by', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', ',', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Vintage', '1979', 'Collectors', 'Plate', ""'Frere"", 'et', 'Soeur', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Vintage', '1979', 'Collectors', 'Plate', ""'Frere"", 'et', 'Soeur', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Bouguereau', 'collectible plate', 'Royal Cornwall']","['Bouguereau', 'collectible plate']"
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery']
Vintage Hand Carved Wood Teak Vase,"Solid ornate urn floral rustic candle holders set of two, 8in tall.",Vintage,Vase,Brown,8IN,Wood,"teak vase, candle holder, collectible","Vintage Hand Carved Wood Teak Vase Solid ornate urn floral rustic candle holders set of two, 8in tall. Brown 8IN Wood","['Vintage', 'Hand', 'Carved', 'Wood', 'Teak', 'Vase', 'Solid', 'ornate', 'urn', 'floral', 'rustic', 'candle', 'holders', 'set', 'of', 'two', ',', '8in', 'tall', '.', 'Brown', '8IN', 'Wood']","['Vintage', 'Hand', 'Carved', 'Wood', 'Teak', 'Vase', 'Solid', 'ornate', 'urn', 'floral', 'rustic', 'candle', 'holders', 'two', '8in', 'tall', 'Brown', '8IN', 'Wood']","['Vintage', 'Hand', 'Carved', 'Wood', 'Teak', 'Vase', 'Solid', 'ornate', 'urn', 'floral', 'rustic', 'candle', 'holder', 'two', '8in', 'tall', 'Brown', '8IN', 'Wood']","['teak vase', 'candle holder', 'collectible']","['candle holder', 'collectible']"
Can You Tell Me How To Get To Sesame Street,"Children's book, 1997 beginner's collectible picture book.",Vintage,Children's Book,Multicolor,STANDARD,Paper,"Sesame Street, children's book, collectible","Can You Tell Me How To Get To Sesame Street Children's book, 1997 beginner's collectible picture book. Multicolor STANDARD Paper","['Can', 'You', 'Tell', 'Me', 'How', 'To', 'Get', 'To', 'Sesame', 'Street', 'Children', ""'s"", 'book', ',', '1997', 'beginner', ""'s"", 'collectible', 'picture', 'book', '.', 'Multicolor', 'STANDARD', 'Paper']","['Can', 'You', 'Tell', 'Me', 'How', 'To', 'Get', 'To', 'Sesame', 'Street', 'Children', ""'s"", 'book', '1997', 'beginner', ""'s"", 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['Can', 'You', 'Tell', 'Me', 'How', 'To', 'Get', 'To', 'Sesame', 'Street', 'Children', ""'s"", 'book', '1997', 'beginner', ""'s"", 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['Sesame Street', ""children's book"", 'collectible']","['Sesame Street', ""children's book"", 'collectible']"
Vintage Elegant Lead Crystal Sugar and Creamer Set,"Matching floral server set with handle, 1980s collectible decorative glass.",Vintage,Glassware,Clear,STANDARD,Crystal,"sugar creamer, collectible glass","Vintage Elegant Lead Crystal Sugar and Creamer Set Matching floral server set with handle, 1980s collectible decorative glass. Clear STANDARD Crystal","['Vintage', 'Elegant', 'Lead', 'Crystal', 'Sugar', 'and', 'Creamer', 'Set', 'Matching', 'floral', 'server', 'set', 'with', 'handle', ',', '1980s', 'collectible', 'decorative', 'glass', '.', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Elegant', 'Lead', 'Crystal', 'Sugar', 'Creamer', 'Set', 'Matching', 'floral', 'server', 'handle', '1980s', 'collectible', 'decorative', 'glass', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Elegant', 'Lead', 'Crystal', 'Sugar', 'Creamer', 'Set', 'Matching', 'floral', 'server', 'handle', '1980s', 'collectible', 'decorative', 'glass', 'Clear', 'STANDARD', 'Crystal']","['sugar creamer', 'collectible glass']","['sugar creamer', 'collectible glass']"
Vintage Elegant Deep Cut Lead Crystal Creamer Cup,"With lid and handle, 1980s collectible decorative glass.",Vintage,Glassware,Clear,STANDARD,Crystal,"creamer cup, collectible glass","Vintage Elegant Deep Cut Lead Crystal Creamer Cup With lid and handle, 1980s collectible decorative glass. Clear STANDARD Crystal","['Vintage', 'Elegant', 'Deep', 'Cut', 'Lead', 'Crystal', 'Creamer', 'Cup', 'With', 'lid', 'and', 'handle', ',', '1980s', 'collectible', 'decorative', 'glass', '.', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Elegant', 'Deep', 'Cut', 'Lead', 'Crystal', 'Creamer', 'Cup', 'With', 'lid', 'handle', '1980s', 'collectible', 'decorative', 'glass', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Elegant', 'Deep', 'Cut', 'Lead', 'Crystal', 'Creamer', 'Cup', 'With', 'lid', 'handle', '1980s', 'collectible', 'decorative', 'glass', 'Clear', 'STANDARD', 'Crystal']","['creamer cup', 'collectible glass']",['collectible glass']
Vintage Heisey Clear Colonial Glass Crystal Dish,"Relish jelly candy bowl with handle, 1980s collectible pressed cut design.",Vintage,Dish,Clear,STANDARD,Glass,"Heisey, collectible dish, pressed cut","Vintage Heisey Clear Colonial Glass Crystal Dish Relish jelly candy bowl with handle, 1980s collectible pressed cut design. Clear STANDARD Glass","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Dish', 'Relish', 'jelly', 'candy', 'bowl', 'with', 'handle', ',', '1980s', 'collectible', 'pressed', 'cut', 'design', '.', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Dish', 'Relish', 'jelly', 'candy', 'bowl', 'handle', '1980s', 'collectible', 'pressed', 'cut', 'design', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Dish', 'Relish', 'jelly', 'candy', 'bowl', 'handle', '1980s', 'collectible', 'pressed', 'cut', 'design', 'Clear', 'STANDARD', 'Glass']","['Heisey', 'collectible dish', 'pressed cut']",[]
Vintage Anchor Hocking Prescut Star of David Candy Bowl,"5in hobstars candy bowl, 1960s collectible heavy crystal.",Vintage,Bowl,Clear,5IN,Glass,"Anchor Hocking, candy bowl, collectible","Vintage Anchor Hocking Prescut Star of David Candy Bowl 5in hobstars candy bowl, 1960s collectible heavy crystal. Clear 5IN Glass","['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'of', 'David', 'Candy', 'Bowl', '5in', 'hobstars', 'candy', 'bowl', ',', '1960s', 'collectible', 'heavy', 'crystal', '.', 'Clear', '5IN', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'David', 'Candy', 'Bowl', '5in', 'hobstars', 'candy', 'bowl', '1960s', 'collectible', 'heavy', 'crystal', 'Clear', '5IN', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Prescut', 'Star', 'David', 'Candy', 'Bowl', '5in', 'hobstars', 'candy', 'bowl', '1960s', 'collectible', 'heavy', 'crystal', 'Clear', '5IN', 'Glass']","['Anchor Hocking', 'candy bowl', 'collectible']",['collectible']
Vintage Cristal D'Arques Longchamp Pitcher,"French lead crystal 52oz beverage jug, 1990s elegant kitchen dining essential.",Vintage,Pitcher,Clear,52OZ,Crystal,"Cristal D'Arques, pitcher, collectible","Vintage Cristal D'Arques Longchamp Pitcher French lead crystal 52oz beverage jug, 1990s elegant kitchen dining essential. Clear 52OZ Crystal","['Vintage', 'Cristal', ""D'Arques"", 'Longchamp', 'Pitcher', 'French', 'lead', 'crystal', '52oz', 'beverage', 'jug', ',', '1990s', 'elegant', 'kitchen', 'dining', 'essential', '.', 'Clear', '52OZ', 'Crystal']","['Vintage', 'Cristal', ""D'Arques"", 'Longchamp', 'Pitcher', 'French', 'lead', 'crystal', '52oz', 'beverage', 'jug', '1990s', 'elegant', 'kitchen', 'dining', 'essential', 'Clear', '52OZ', 'Crystal']","['Vintage', 'Cristal', ""D'Arques"", 'Longchamp', 'Pitcher', 'French', 'lead', 'crystal', '52oz', 'beverage', 'jug', '1990s', 'elegant', 'kitchen', 'dining', 'essential', 'Clear', '52OZ', 'Crystal']","[""Cristal D'Arques"", 'pitcher', 'collectible']",['collectible']
Vintage Federal Windsor Button and Cane Platter,"11in clear glass serving plate, 1970s collectible crystal.",Vintage,Platter,Clear,11IN,Glass,"Federal Windsor, platter, collectible","Vintage Federal Windsor Button and Cane Platter 11in clear glass serving plate, 1970s collectible crystal. Clear 11IN Glass","['Vintage', 'Federal', 'Windsor', 'Button', 'and', 'Cane', 'Platter', '11in', 'clear', 'glass', 'serving', 'plate', ',', '1970s', 'collectible', 'crystal', '.', 'Clear', '11IN', 'Glass']","['Vintage', 'Federal', 'Windsor', 'Button', 'Cane', 'Platter', '11in', 'clear', 'glass', 'serving', 'plate', '1970s', 'collectible', 'crystal', 'Clear', '11IN', 'Glass']","['Vintage', 'Federal', 'Windsor', 'Button', 'Cane', 'Platter', '11in', 'clear', 'glass', 'serving', 'plate', '1970s', 'collectible', 'crystal', 'Clear', '11IN', 'Glass']","['Federal Windsor', 'platter', 'collectible']",['collectible']
Thomas and the School Trip by Rev W. Awdry,"Children's vintage book, 1990s collectible picture book.",Vintage,Children's Book,Multicolor,STANDARD,Paper,"Thomas, children's book, collectible","Thomas and the School Trip by Rev W. Awdry Children's vintage book, 1990s collectible picture book. Multicolor STANDARD Paper","['Thomas', 'and', 'the', 'School', 'Trip', 'by', 'Rev', 'W.', 'Awdry', 'Children', ""'s"", 'vintage', 'book', ',', '1990s', 'collectible', 'picture', 'book', '.', 'Multicolor', 'STANDARD', 'Paper']","['Thomas', 'School', 'Trip', 'Rev', 'W.', 'Awdry', 'Children', ""'s"", 'vintage', 'book', '1990s', 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['Thomas', 'School', 'Trip', 'Rev', 'W.', 'Awdry', 'Children', ""'s"", 'vintage', 'book', '1990s', 'collectible', 'picture', 'book', 'Multicolor', 'STANDARD', 'Paper']","['Thomas', ""children's book"", 'collectible']","[""children's book"", 'collectible']"
Vintage Anchor Hocking Star Prescut Oval Divided Relish Dish,1960s collectible heavy crystal dining accessory.,Vintage,Dish,Clear,OVAL,Glass,"Anchor Hocking, relish dish, collectible",Vintage Anchor Hocking Star Prescut Oval Divided Relish Dish 1960s collectible heavy crystal dining accessory. Clear OVAL Glass,"['Vintage', 'Anchor', 'Hocking', 'Star', 'Prescut', 'Oval', 'Divided', 'Relish', 'Dish', '1960s', 'collectible', 'heavy', 'crystal', 'dining', 'accessory', '.', 'Clear', 'OVAL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Star', 'Prescut', 'Oval', 'Divided', 'Relish', 'Dish', '1960s', 'collectible', 'heavy', 'crystal', 'dining', 'accessory', 'Clear', 'OVAL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Star', 'Prescut', 'Oval', 'Divided', 'Relish', 'Dish', '1960s', 'collectible', 'heavy', 'crystal', 'dining', 'accessory', 'Clear', 'OVAL', 'Glass']","['Anchor Hocking', 'relish dish', 'collectible']",['collectible']
Vintage Heisey Clear Colonial Glass Crystal Narrow Dish,"9in oval bowl scalloped edge, 1980s collectible pressed cut design.",Vintage,Dish,Clear,9IN,Glass,"Heisey, oval dish, collectible","Vintage Heisey Clear Colonial Glass Crystal Narrow Dish 9in oval bowl scalloped edge, 1980s collectible pressed cut design. Clear 9IN Glass","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Narrow', 'Dish', '9in', 'oval', 'bowl', 'scalloped', 'edge', ',', '1980s', 'collectible', 'pressed', 'cut', 'design', '.', 'Clear', '9IN', 'Glass']","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Narrow', 'Dish', '9in', 'oval', 'bowl', 'scalloped', 'edge', '1980s', 'collectible', 'pressed', 'cut', 'design', 'Clear', '9IN', 'Glass']","['Vintage', 'Heisey', 'Clear', 'Colonial', 'Glass', 'Crystal', 'Narrow', 'Dish', '9in', 'oval', 'bowl', 'scalloped', 'edge', '1980s', 'collectible', 'pressed', 'cut', 'design', 'Clear', '9IN', 'Glass']","['Heisey', 'oval dish', 'collectible']",['collectible']
Vintage Cut Glass Lead Crystal Frosted Rose Candle Holders,"Set of 2, 2000s collectible floral design.",Vintage,Candle Holder,Clear,STANDARD,Crystal,"rose pattern, candle holder, collectible","Vintage Cut Glass Lead Crystal Frosted Rose Candle Holders Set of 2, 2000s collectible floral design. Clear STANDARD Crystal","['Vintage', 'Cut', 'Glass', 'Lead', 'Crystal', 'Frosted', 'Rose', 'Candle', 'Holders', 'Set', 'of', '2', ',', '2000s', 'collectible', 'floral', 'design', '.', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Cut', 'Glass', 'Lead', 'Crystal', 'Frosted', 'Rose', 'Candle', 'Holders', 'Set', '2000s', 'collectible', 'floral', 'design', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Cut', 'Glass', 'Lead', 'Crystal', 'Frosted', 'Rose', 'Candle', 'Holders', 'Set', '2000s', 'collectible', 'floral', 'design', 'Clear', 'STANDARD', 'Crystal']","['rose pattern', 'candle holder', 'collectible']","['candle holder', 'collectible']"
Vintage Heart-shaped Wooden Plaque,"'May God's Love Warm Our Home' wall decoration, 1980s collectible wood-crafted sign.",Vintage,Wall Decor,Brown,HEART,Wood,"wooden plaque, collectible decor","Vintage Heart-shaped Wooden Plaque 'May God's Love Warm Our Home' wall decoration, 1980s collectible wood-crafted sign. Brown HEART Wood","['Vintage', 'Heart-shaped', 'Wooden', 'Plaque', ""'May"", 'God', ""'s"", 'Love', 'Warm', 'Our', 'Home', ""'"", 'wall', 'decoration', ',', '1980s', 'collectible', 'wood-crafted', 'sign', '.', 'Brown', 'HEART', 'Wood']","['Vintage', 'Heart-shaped', 'Wooden', 'Plaque', ""'May"", 'God', ""'s"", 'Love', 'Warm', 'Our', 'Home', 'wall', 'decoration', '1980s', 'collectible', 'wood-crafted', 'sign', 'Brown', 'HEART', 'Wood']","['Vintage', 'Heart-shaped', 'Wooden', 'Plaque', ""'May"", 'God', ""'s"", 'Love', 'Warm', 'Our', 'Home', 'wall', 'decoration', '1980s', 'collectible', 'wood-crafted', 'sign', 'Brown', 'HEART', 'Wood']","['wooden plaque', 'collectible decor']",['collectible decor']
Vintage Honey Amber Gold Bubble Glass Dinner Plates,"2pcs, 12in yellow bubble crystal platter, 2000s collectible dining essentials.",Vintage,Plate,Amber,12IN,Glass,"bubble glass, dinner plate, collectible","Vintage Honey Amber Gold Bubble Glass Dinner Plates 2pcs, 12in yellow bubble crystal platter, 2000s collectible dining essentials. Amber 12IN Glass","['Vintage', 'Honey', 'Amber', 'Gold', 'Bubble', 'Glass', 'Dinner', 'Plates', '2pcs', ',', '12in', 'yellow', 'bubble', 'crystal', 'platter', ',', '2000s', 'collectible', 'dining', 'essentials', '.', 'Amber', '12IN', 'Glass']","['Vintage', 'Honey', 'Amber', 'Gold', 'Bubble', 'Glass', 'Dinner', 'Plates', '2pcs', '12in', 'yellow', 'bubble', 'crystal', 'platter', '2000s', 'collectible', 'dining', 'essentials', 'Amber', '12IN', 'Glass']","['Vintage', 'Honey', 'Amber', 'Gold', 'Bubble', 'Glass', 'Dinner', 'Plates', '2pcs', '12in', 'yellow', 'bubble', 'crystal', 'platter', '2000s', 'collectible', 'dining', 'essential', 'Amber', '12IN', 'Glass']","['bubble glass', 'dinner plate', 'collectible']",['collectible']
