Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL,PROCESSED_TEXT
Lingling-o Earrings,Brass earrings featuring traditional Ifugao Lingling-o design.,Jewelry,Earrings,Brass,STANDARD,Brass,"Ifugao, Lingling-o, fertility, luck",Lingling-o earring Brass earrings featuring traditional Ifugao Lingling-o design. Brass STANDARD Brass,"['Lingling-o', 'Earrings', 'Brass', 'earrings', 'featuring', 'traditional', 'Ifugao', 'Lingling-o', 'design', '.', 'Brass', 'STANDARD', 'Brass']","['Lingling-o', 'Earrings', 'Brass', 'earrings', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'Brass', 'STANDARD', 'Brass']","['Lingling-o', 'Earrings', 'Brass', 'earring', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'fertility', 'luck']","['Ifugao', 'Lingling-o', 'fertility', 'luck']",lingling-o earring brass earring traditional ifugao lingling-o design brass standard brass
Red Binanniya ya Tinaggui Table Runner - Handwoven Filipino Decor,"Handwoven Ifugao table runner, ethnic Filipino home decor piece.",Home Goods,Table Runner,Red,STANDARD,Cotton,"Ifugao, handwoven table runner, Filipino decor","Red Binanniya ya Tinaggui Table Runner - Handwoven Filipino Decor Handwoven Ifugao table runner, ethnic Filipino home decor piece. Red STANDARD Cotton","['Red', 'Binanniya', 'ya', 'Tinaggui', 'Table', 'Runner', '-', 'Handwoven', 'Filipino', 'Decor', 'Handwoven', 'Ifugao', 'table', 'runner', ',', 'ethnic', 'Filipino', 'home', 'decor', 'piece', '.', 'Red', 'STANDARD', 'Cotton']","['Red', 'Binanniya', 'ya', 'Tinaggui', 'Table', 'Runner', 'Handwoven', 'Filipino', 'Decor', 'Handwoven', 'Ifugao', 'table', 'runner', 'ethnic', 'Filipino', 'home', 'decor', 'piece', 'Red', 'STANDARD', 'Cotton']","['Red', 'Binanniya', 'ya', 'Tinaggui', 'Table', 'Runner', 'Handwoven', 'Filipino', 'Decor', 'Handwoven', 'Ifugao', 'table', 'runner', 'ethnic', 'Filipino', 'home', 'decor', 'piece', 'Red', 'STANDARD', 'Cotton']","['Ifugao', 'handwoven table runner', 'Filipino decor']","['Ifugao', 'Filipino decor']",red binanniya ya tinaggui table runner handwoven filipino decor handwoven ifugao table runner ethnic filipino home decor piece red standard cotton
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed coarse-textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed coarse-textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown stock Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown stock ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage puddle in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage puddle japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Vintage Made in Japan Art Pottery Mug,"Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland.",Vintage,Mug,Brown,STANDARD,Ceramic,"Japan pottery, collectible mug","Vintage Made in Japan Art Pottery Mug Embossed textured ceramic mug, 107th Supreme Convention Baltimore Maryland. Brown STANDARD Ceramic","['Vintage', 'Made', 'in', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', ',', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', '.', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Vintage', 'Made', 'Japan', 'Art', 'Pottery', 'Mug', 'Embossed', 'textured', 'ceramic', 'mug', '107th', 'Supreme', 'Convention', 'Baltimore', 'Maryland', 'Brown', 'STANDARD', 'Ceramic']","['Japan pottery', 'collectible mug']",['Japan pottery'],vintage made japan art pottery mug embossed textured ceramic mug 107th supreme convention baltimore maryland brown standard ceramic
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",alloy Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",alloy jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bagful charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bagful charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine masthead Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine masthead keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']",metal jeepney philippine flag keychain bag charm philippines-inspired gift metal jeepney philippine flag keychain bag charm silver/multicolor standard metal
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipe paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley'],wonderful way prepare italian food jo ann shirley italian recipe paperback 1978 collectible cookbook multicolor standard paper
